도서명,보유권수,작가,목표장르,기존서가
드래곤 볼 슈퍼,1~24권,토리야마 아키라,판타지/무협,56
은혼,1~77권,소라치 히데아키,액션/모험,56
슬로우 스텝,1~7권,미상,드라마/스포츠/SF,56
마인탐정 네우로,1~23권,미상,드라마/스포츠/SF,56
다이몬즈,1~13권,미상,드라마/스포츠/SF,56
먹짱,1~24권,츠치야마 시게루,드라마/스포츠/SF,56
벨제바브,1~28권,미상,드라마/스포츠/SF,56
리프,1~6권,미상,드라마/스포츠/SF,56
마기,1~37권,오타카 시노부,판타지/무협,57
크레용 신짱,1~50권,미상,판타지/무협,57
짱구,보유,미상,판타지/무협,57
마기 신드바드의 모험,1~19권,오타카 시노부,판타지/무협,57
개구리 하사 케로로,1~30권,요시자키 미네,일상/개그,57
도라에몽,1~45권,후지코F 후지오,일상/개그,57
도라에몽 플러스6,보유,미상,판타지/무협,57
도라에몽 극장판,보유,미상,판타지/무협,57
포켓몬스터,1~58권,우라사와 나오키,스릴러/추리/호러,57
키드갱,1~28권,미상,판타지/무협,57
차를 마시자,1~11권,미상,판타지/무협,57
포켓몬스터 금+은편,1~12권,우라사와 나오키,스릴러/추리/호러,57
앰블럼 take 2,1~59권,미상,판타지/무협,57
은아전설 위드,1~60권,미상,판타지/무협,57
거울 속 외딴 성,1~5권,미상,판타지/무협,57
아카메가 벤다,1~15권,미상,판타지/무협,57
탐정학원 Q,1~22권,미상,판타지/무협,57
탐정학원 Q 프리미엄,보유,미상,판타지/무협,57
다크에어,1~11권,미상,판타지/무협,57
해황기,1~45권,미상,판타지/무협,57
캔디 캔디,1~5권,미상,판타지/무협,57
우종,1~6권,미상,판타지/무협,57
파트너,1~3권,미상,판타지/무협,57
아따맘마,1~21권,미상,드라마/스포츠/SF,58
아따맘마 슈퍼,1~2권,미상,드라마/스포츠/SF,58
안녕?! 자두야!,1~34권,미상,드라마/스포츠/SF,58
레이브,1~35권,미상,드라마/스포츠/SF,58
천하무쌍,1~10권,미상,드라마/스포츠/SF,58
도박마,1~49권,미상,드라마/스포츠/SF,58
리셋,보유,미상,드라마/스포츠/SF,58
국립 자유경제 고등학교 세실고,1~7권,미상,드라마/스포츠/SF,58
로스트 맨,1~7권,미상,드라마/스포츠/SF,58
좋은 날,1~14권,미상,드라마/스포츠/SF,58
한자의 공수도,1~13권,미상,드라마/스포츠/SF,58
좁은 세계의 아이덴티티,1~5권,미상,드라마/스포츠/SF,58
블러드 라인즈,1~5권,미상,드라마/스포츠/SF,58
작안의 샤나,1~10권,미상,드라마/스포츠/SF,58
전국 스트레이즈,1~15권,미상,드라마/스포츠/SF,58
사키,1~24권,미상,드라마/스포츠/SF,58
도쿄 이노센트,1~9권,미상,드라마/스포츠/SF,58
환수의 성좌,1~14권,미상,드라마/스포츠/SF,58
20세기 소년,1~22권,우라사와 나오키,스릴러/추리/호러,58
21세기 소년,1~2권,미상,드라마/스포츠/SF,58
황제의 검,1~9권,미상,드라마/스포츠/SF,58
시구루이,1~15권,미상,드라마/스포츠/SF,58
몬스터,1~18권,우라사와 나오키,스릴러/추리/호러,58
식극의 소마,1~36권,츠쿠다 유우토,드라마/스포츠/SF,58
누라리횬의 신부,1~4권,미상,드라마/스포츠/SF,58
먹짱 겜블러,1~6권,미상,드라마/스포츠/SF,58
소믈리에르,1~19권,미상,드라마/스포츠/SF,58
믹심 일레븐,1~9권,미상,드라마/스포츠/SF,58
세븐고스트,1~17권,미상,드라마/스포츠/SF,58
오렌지,1~7권,미상,드라마/스포츠/SF,58
복종하지 않는 자,1~6권,미상,드라마/스포츠/SF,58
가면티처,1~4권,미상,드라마/스포츠/SF,58
퇴마침,1~6권,미상,드라마/스포츠/SF,58
문,1~9권,아사기리 카프카/하루카와 35,액션/모험,58
누라리횬의 손자,1~25권,미상,드라마/스포츠/SF,58
이누야샤,1~56권,타카하시 루미코,판타지/무협,58
더 파이팅,1~145권,미상,로맨스/로판,59
아스피린,1~10권,미상,로맨스/로판,59
저 너머의 아스트라,1~5권,미상,로맨스/로판,59
바쿠만,1~20권,오바 츠구미,드라마/스포츠/SF,59
홀리랜드,1~18권,미상,로맨스/로판,59
터프 외전 아버지,1~2권,미상,로맨스/로판,59
뱀파이어 번드,1~14권,미상,로맨스/로판,59
봉신연의,1~18권,미상,로맨스/로판,59
도쿠로,1~4권,미상,로맨스/로판,59
멜티 블러드,1~9권,미상,로맨스/로판,59
용과 용사와 배달부,1~7권,미상,로맨스/로판,59
Gunsinger Girl,1~15권,미상,로맨스/로판,59
창공의 아리아드네,1~22권,미상,로맨스/로판,59
페이트 그랜드 오더,1~16권,미상,로맨스/로판,59
페이트 그랜드오더 외전,1~4권,미상,로맨스/로판,59
다이스,1~6권,미상,로맨스/로판,59
에덴즈 제로,1~31권,미상,로맨스/로판,59
오렌지 플래닛,1~5권,후쿠시마 하루카,로맨스/로판,59
강철의 신사,1~9권,미상,로맨스/로판,59
비너스기상곡,1~5권,미상,로맨스/로판,59
절규 신데렐라,1~3권,미상,로맨스/로판,59
중화일미,1~11권,미상,로맨스/로판,59
패왕애인,1~9권,신주,로맨스/로판,59
오 나의 여신님,1~43권,미상,로맨스/로판,59
온화한 귀족의 휴가의 권장,1~9권,미상,로맨스/로판,59
공주님 만드는 법,1~2권,미상,로맨스/로판,59
집에서 한잔,1~7권,미상,로맨스/로판,59
녹풍당의 사계절,1~18권,미상,로맨스/로판,59
삐따기,1~93권,미상,로맨스/로판,60
로자리오와 뱀파이어,1~14권,미상,로맨스/로판,60
도란,1~4권,미상,로맨스/로판,60
로즈 힙 제로,1~5권,미상,로맨스/로판,60
우라카타!!,1~7권,미상,로맨스/로판,60
진월당,1~10권,미상,로맨스/로판,60
귀등의 섬,1~4권,미상,로맨스/로판,60
차나왕 요시츠네,1~22권,미상,로맨스/로판,60
차나왕 요시츠네 겐페이 전쟁,1~29권,미상,로맨스/로판,60
하루미치,1~3권,미상,로맨스/로판,60
남자훈련소,1~34권,미상,로맨스/로판,60
폭음열도,1~15권,미상,로맨스/로판,60
메이저,1~78권,미코토 아소우,드라마/스포츠/SF,60
메이저 2,1~27권,미상,로맨스/로판,60
학생회의 일존,1~5권,미상,로맨스/로판,60
킹덤,1~78권,마오 후지사키,로맨스/로판,60
브레이커,1~10권,니이 사토루,액션/모험,60
브레이커 N.W,1~20권,미상,로맨스/로판,60
에어리어 D,1~14권,미상,로맨스/로판,60
철야의 노래,1~20권,미상,판타지/무협,61
마법사의 신부,1~19권,미상,판타지/무협,61
들을 수 없는 밤은 죽었다,1~2권,미상,판타지/무협,61
전생 악녀의 흑역사,1~10권,미상,판타지/무협,61
사랑하는 MOONDOG,1~11권,미상,판타지/무협,61
데드 링거,1~4권,미상,판타지/무협,61
세상에서 제일 내가 OO,1~8권,미상,판타지/무협,61
과분한 남친,1~6권,미상,판타지/무협,61
이검전기 베른디오,1~5권,미상,판타지/무협,61
사랑은 세계정복 후에,1~3권,미상,판타지/무협,61
연애 그리모어,1~3권,미상,판타지/무협,61
시도,1~2권,미상,판타지/무협,61
빌리 배트,1~20권,우라사와 나오키,스릴러/추리/호러,61
반했습니다 선배,1~10권,미상,판타지/무협,61
요자쿠라 일가의 대작전,1~12권,미상,판타지/무협,61
체인지 가이,1~31권,미상,판타지/무협,61
눈과 먹,1~3권,미상,판타지/무협,61
퇴마사와 악마짱,1~4권,미상,판타지/무협,61
미사키 군의 서투른 익애,1~3권,미상,판타지/무협,61
시노비 사중주,1~8권,미상,판타지/무협,61
별볼일 없는 나를 사랑해주세요,1~10권,미상,판타지/무협,61
하야데처럼!,1~52권,미상,판타지/무협,61
밀혈공주와 뱀파이어,1~3권,미상,판타지/무협,61
안개비가 내리는 숲,1~4권,미상,판타지/무협,61
심연의 카발리어,1~24권,미상,판타지/무협,61
아포리즘,1~14권,미상,판타지/무협,61
라이드온킹,1~11권,미상,판타지/무협,61
마오,1~19권,미상,판타지/무협,61
기숙사장은 요리를 잘해,1~4권,미상,판타지/무협,61
상사상애,1~6권,미상,판타지/무협,61
그란네리에,1~3권,미상,판타지/무협,61
막말의 장,1~9권,미상,판타지/무협,61
7인의 셰익스피어,1~13권,미상,판타지/무협,61
순백의 소리,1~31권,미상,판타지/무협,61
오늘부터 시티헌터,1~13권,미상,판타지/무협,61
인법 마계전생,1~13권,미상,판타지/무협,61
사라져라 군청,1~3권,우즈키 아이/코노 유카타,판타지/무협,61
니세코이,1~25권,나오시 코미,로맨스/로판,61
심야의 유감천만 사랑도감,1~4권,미상,판타지/무협,61
용신님과 산다면,1~3권,미상,판타지/무협,61
아다치와 시마무라,1~3권,미상,판타지/무협,61
귀차니스트 남자가 아침에 일어나시 여자가 되어 있었던 이야기,1~3권,미상,판타지/무협,61
고양이가 서쪽으로 향하면,1~3권,미상,판타지/무협,61
프로미스 신데렐라,1~16권,오레코 타치바나,로맨스/로판,61
이야기가 수놓인 비단,1~5권,미상,판타지/무협,61
에나미 군은 사는 게 힘들다3,보유,미상,판타지/무협,61
갬블!,1~11권,미상,판타지/무협,61
여고생은 따분해,1~2권,미상,판타지/무협,61
남편은 언니,1~3권,미상,판타지/무협,61
안녕 아름다운 날,1~3권,미상,판타지/무협,61
주먹에 웃다,1~5권,미상,판타지/무협,61
바니타스의 수기,1~11권,미상,판타지/무협,62
마법선생 네기마!?,1~38권,미상,판타지/무협,62
쿠루네코,1~6권,미상,판타지/무협,62
센고쿠,1~15권,미상,판타지/무협,62
히나마츠리,1~19권,미상,판타지/무협,62
학원묵시록,1~7권,미상,판타지/무협,62
노라가미,1~27권,미상,판타지/무협,62
닥터 프리즈너,1~4권,미상,판타지/무협,62
디스트로이,1~5권,미상,판타지/무협,62
작열의 니라이카나이,1~5권,미상,판타지/무협,62
한밤의 오컬트 공무원,1~16권,미상,판타지/무협,62
라이칸 슬로프의 모험보험,1~3권,미상,판타지/무협,62
크게 휘두르며,1~36권,미상,판타지/무협,62
미타라이,1~3권,미상,판타지/무협,62
딩동 러시!,1~4권,미상,판타지/무협,62
꿈을 먹는 맥과 악몽의 아이,1~3권,미상,판타지/무협,62
결벽남자 아오야마군,1~13권,미상,판타지/무협,62
CITY,1~13권,미상,판타지/무협,62
너를 너무너무너무너무 좋아하는 100명의 그녀,1~13권,미상,판타지/무협,62
이세계 주점 노부,1~17권,미상,판타지/무협,62
공정 드래곤즈,1~17권,미상,판타지/무협,62
락나 크림슨,1~12권,미상,판타지/무협,62
노 건즈 라이프,1~13권,미상,판타지/무협,62
고깔모자의 아틀리에,1~15권,미상,판타지/무협,62
동군,1~13권,미상,판타지/무협,62
해피 슈가라이프,1~10권,미상,판타지/무협,62
"마왕님, 리트라이!",1~4권,미상,판타지/무협,62
죄수리쿠,1~38권,미상,판타지/무협,62
스모모모모모모,1~12권,미상,판타지/무협,62
모브사이코 100,1~16권,원,판타지/무협,62
신식의 요리인,1~3권,미상,판타지/무협,62
극처 데이즈,1~6권,미상,판타지/무협,62
하나가타,1~22권,미상,판타지/무협,62
신,1~18권,타카하시 츠토무,액션/모험,63
소녀 종말 여행,1~6권,미상,액션/모험,63
일하는 세포 블랙,1~7권,미상,액션/모험,63
던전밥,1~14권,쿠이 료코,드라마/스포츠/SF,63
호오즈키의 냉철,1~31권,미상,액션/모험,63
쌍망정은 부숴야 한다,1~25권,미상,액션/모험,63
블랙 클로버,1~36권,타바타 유키,액션/모험,63
엘프와 헌터의 아이템공방,1~5권,미상,액션/모험,63
스트라바간차,1~7권,미상,액션/모험,63
올드맨,1~4권,미상,액션/모험,63
바티칸 기적 조사관,1~5권,미상,액션/모험,63
100일간!!,1~4권,미상,액션/모험,63
광천의권 리제네시스,1~4권,미상,액션/모험,63
오컬트 짱은 말할 수 없어,1~8권,미상,액션/모험,63
이세계 미소녀가 되어 버린 아저씨와,1~6권,미상,액션/모험,63
도망을 잘 치는 도련님,1~22권,미상,액션/모험,63
리쿠도,1~23권,미상,액션/모험,63
오늘도 사랑입니다,1~5권,미상,액션/모험,63
텐프리즘,1~12권,미상,액션/모험,63
오물은 소독합니다,1~3권,미상,액션/모험,63
도쿄 ESP,1~16권,미상,액션/모험,63
드롭!! 꽃향기의 아가씨,1~3권,미상,액션/모험,63
뻐꾸기 커플,1~21권,미키 요시카와,로맨스/로판,63
밥을 너무 많이하는 여자와 완식계 남자,1~6권,미상,액션/모험,63
골든 카무이,1~31권,사토루 노다,액션/모험,63
일하는 세포,1~6권,미상,액션/모험,63
일하는 세포 프렌드,1~6권,미상,액션/모험,63
일하는 혈소판 짱,1~4권,미상,액션/모험,63
일하는 세포 레이디,1~5권,미상,액션/모험,63
소드 아트 온라인,보유,미상,액션/모험,63
종말의 발키리,1~19권,미상,액션/모험,63
오리엔트,1~20권,미상,액션/모험,63
나카노히로게놈 (실황중),1~10권,미상,액션/모험,63
사랑 잡담,1~5권,미상,액션/모험,63
인간 외 카탈로그,1~3권,미상,액션/모험,63
후루야 선생님은 내거야,1~6권,미상,액션/모험,63
프라우 파우스트,1~5권,미상,액션/모험,63
히프노시스 마이크,1~4권,미상,액션/모험,63
데미는 이야기 하고 싶어,1~11권,미상,액션/모험,63
머리 자르러 왔습니다,1~5권,미상,액션/모험,63
주식회사 마지루미에,1~6권,미상,액션/모험,63
극도 패러사이츠,1~6권,미상,액션/모험,63
옥 안의 솔리스트,1~3권,미상,액션/모험,63
오! 취준의 여신님,1~5권,미상,액션/모험,63
투명인간의 뼈,1~4권,미상,액션/모험,63
사촌오빠의 이삿짐 정리가 끝나지 않아,1~4권,미상,액션/모험,63
소피 로즈와 가시나무 인형사,1~3권,미상,액션/모험,63
녹을 먹는 비스코,1~4권,미상,액션/모험,63
맨즈 라이프,1~4권,미상,액션/모험,63
히트맨,1~12권,미상,드라마/스포츠/SF,64
카츠,1~16권,미상,드라마/스포츠/SF,64
젊음을 기억한다 EXIT,1~5권,미상,드라마/스포츠/SF,64
푸른 하늘 옐,1~19권,미상,드라마/스포츠/SF,64
미스터리 하지 말지어다,1~5권,미상,드라마/스포츠/SF,64
단다단,1~13권,타츠 유키노부,판타지/무협,64
불꽃 소방대,1~34권,오쿠보 아츠시,판타지/무협,64
흑집사,1~35권,야나 토보소,로맨스/로판,64
죽음이 두 사람을 갈라놓을 때까지,1~26권,미상,드라마/스포츠/SF,64
고스트 바둑왕,1~23권,홋타 유미,스릴러/추리/호러,64
쿠로코의 농구,1~30권,후지마키 타다토시,드라마/스포츠/SF,64
슬램덩크,1~24권,이노우에 다케히코,드라마/스포츠/SF,64
하이큐!!,1~45권,후루다테 하루이치,드라마/스포츠/SF,64
하이큐!?,1~11권,후루다테 하루이치,드라마/스포츠/SF,64
왕실교사 하이네,1~17권,미상,드라마/스포츠/SF,64
라이밍 맨,1~4권,미상,드라마/스포츠/SF,64
그 사람의 위장에는 내가 부족해,1~6권,미상,드라마/스포츠/SF,64
월광 조례,1~29권,미상,드라마/스포츠/SF,64
망각 배터리,1~16권,미상,드라마/스포츠/SF,64
핑,1~5권,미상,스릴러/추리/호러,65
제트맨,1~20권,미상,스릴러/추리/호러,65
쿠조의 대죄,1~16권,미상,스릴러/추리/호러,65
이웃집 801 양,1~4권,미상,스릴러/추리/호러,65
디펜스 데빌,1~10권,미상,스릴러/추리/호러,65
클레이모어,1~27권,미상,스릴러/추리/호러,65
뱀파이어 도서관,1~13권,미상,스릴러/추리/호러,65
신체찾기,1~17권,무라세 카츠토시,스릴러/추리/호러,65
신체찾기 외전,1~5권,미상,스릴러/추리/호러,65
모노노베 고서점 괴기담,1~7권,미상,스릴러/추리/호러,65
암살교실,1~21권,유세이 마츠이,판타지/무협,65
데스노트,1~12권,오바 츠구미,스릴러/추리/호러,65
카케구루이,1~20권,아시하라 다이스케,스릴러/추리/호러,65
카케구루이 트윈,1~14권,아시하라 다이스케,스릴러/추리/호러,65
도박묵시록 카이지,1~39권,미상,스릴러/추리/호러,65
아라가네의 아이,1~8권,미상,스릴러/추리/호러,65
플래티넘 엔드,1~14권,미상,스릴러/추리/호러,65
데드 마운트 데스 플레이,1~12권,미상,스릴러/추리/호러,65
미래일기,1~12권,미상,스릴러/추리/호러,65
미래일기 외전,1~2권,미상,스릴러/추리/호러,65
어쩐지 저녁,1~9권,미상,스릴러/추리/호러,65
천국의 고양이들,1~5권,미상,스릴러/추리/호러,65
재워드립니다!,1~12권,미상,스릴러/추리/호러,65
플라네테스,보유,미상,스릴러/추리/호러,65
스쿠나히코나,1~2권,미상,스릴러/추리/호러,65
쿠로즈카,1~10권,미상,스릴러/추리/호러,66
레플리카,1~4권,미상,스릴러/추리/호러,66
예고범,1~3권,미상,스릴러/추리/호러,66
요괴 가고제,1~5권,미상,스릴러/추리/호러,66
괴물왕녀,1~20권,미상,스릴러/추리/호러,66
스프라이트,1~8권,미상,스릴러/추리/호러,66
지옥별 레미나,보유,미상,스릴러/추리/호러,66
Mr. 웨인의 1904 경성기담,1~2권,미상,스릴러/추리/호러,66
악마의 신부 만들기,1~5권,미상,스릴러/추리/호러,66
이토준지 걸작집,1~11권,미상,스릴러/추리/호러,66
이토준지,1~17권,이토 준지,스릴러/추리/호러,66
블랙 패러독스,보유,미상,스릴러/추리/호러,66
사각,보유,미상,스릴러/추리/호러,66
이토준지의 고양이 일기 욘&무,보유,미상,스릴러/추리/호러,66
이토준지 공포 박물관,1~10권,이토 준지,스릴러/추리/호러,66
소용돌이,1~3권,이토 준지,스릴러/추리/호러,66
인간실격,1~3권,이토 준지,스릴러/추리/호러,66
마의 파편,보유,미상,스릴러/추리/호러,66
용해교실,보유,미상,스릴러/추리/호러,66
환괴지대,보유,이토 준지,스릴러/추리/호러,66
백귀야행,1~30권,미상,스릴러/추리/호러,66
파괴수,1~21권,미상,스릴러/추리/호러,66
안녕 Pi,1~5권,미상,스릴러/추리/호러,66
포요포요 관찰일기,1~4권,미상,스릴러/추리/호러,66
종점 언노운,1~3권,미상,스릴러/추리/호러,66
수신연무,1~5권,미상,스릴러/추리/호러,66
시부야 금붕어,1~11권,미상,스릴러/추리/호러,66
라이어게임 19 라이어게임 외전,보유,미상,스릴러/추리/호러,66
시오리와 시미코,보유,미상,스릴러/추리/호러,66
요괴전장,1~8권,미상,스릴러/추리/호러,66
신이 말하는 대로,1~21권,카네시로 무네유키,스릴러/추리/호러,66
올드보이,1~8권,미상,스릴러/추리/호러,66
다웁트,1~4권,미상,스릴러/추리/호러,66
블러드래드,1~11권,미상,스릴러/추리/호러,66
맨홀,1~3권,미상,스릴러/추리/호러,66
견신전,1~10권,미상,스릴러/추리/호러,66
괴담이설,1~5권,미상,스릴러/추리/호러,67
시귀,1~11권,미상,스릴러/추리/호러,67
우치다 공포만화 컬렉션,1~11권,미상,스릴러/추리/호러,67
디트로이트 메탈시티,1~10권,미상,스릴러/추리/호러,67
호문쿨루스,1~15권,미상,스릴러/추리/호러,67
창세의 타이가,1~8권,미상,스릴러/추리/호러,67
심령탐정 야쿠모,1~14권,스즈카 오다,스릴러/추리/호러,67
검은사기,1~38권,미상,스릴러/추리/호러,67
검은사기 제 2부,1~4권,미상,스릴러/추리/호러,67
친구게임,1~26권,미상,스릴러/추리/호러,67
쓰르라미 울적에 1부,1~2권,미상,스릴러/추리/호러,67
2부,1~2권,미상,스릴러/추리/호러,67
3부,1~2권,미상,스릴러/추리/호러,67
4부,1~2권,미상,스릴러/추리/호러,67
외전,1~2권,미상,스릴러/추리/호러,67
6부,1~4권,미상,스릴러/추리/호러,67
7부,1~6권,미상,스릴러/추리/호러,67
8부,1~2권,미상,스릴러/추리/호러,67
피안도,1~99권,미상,스릴러/추리/호러,67
기생수 애장판,1~8권,미상,스릴러/추리/호러,67
기생수 리버시,1~8권,이와아키 히토시,스릴러/추리/호러,67
사라사,1~8권,미상,액션/모험,68
중국 신부 이야기,1~2권,미상,액션/모험,68
타나카군은 항상 나른해,1~2권,미상,액션/모험,68
파괴지왕,1~3권,미상,액션/모험,68
파이브,1~5권,미상,액션/모험,68
틴 스피릿,1~4권,미상,액션/모험,68
인월,1~6권,미상,액션/모험,68
이지스,1~5권,미상,액션/모험,68
천사주의보,1~7권,미상,액션/모험,68
유레카,1~41권,미상,액션/모험,68
퀸즈,1~5권,미상,액션/모험,68
열혈여아,1~24권,미상,액션/모험,68
갱생고교,1~15권,미상,액션/모험,68
취하면 괴물이 되는 아빠가 싫다,보유,미상,액션/모험,68
아키타 여동생 에비나짱,1~2권,미상,액션/모험,68
몬트리히트,보유,미상,액션/모험,68
데스마치에서 시작되는 이 세계 광상곡,1~12권,미상,액션/모험,68
황씨네 집 이야기,1~4권,미상,액션/모험,68
미운오리 백조되기,1~13권,미상,액션/모험,68
하현의 달,1~3권,미상,액션/모험,68
M의 천국,1~5권,미상,액션/모험,68
죽을래 좋아할래,1~10권,미상,액션/모험,68
몽환백서,1~20권,-,액션/모험,68
흑신,1~19권,미상,액션/모험,68
페이트 제로,1~2권,미상,액션/모험,68
프린세스 메종,1~6권,미상,액션/모험,68
고양이노트,1~5권,미상,액션/모험,68
봄의 저주,1~2권,미상,액션/모험,68
풀 하우스,1~16권,미상,액션/모험,68
작은 아씨들,1~9권,미상,액션/모험,68
헌옷가게 문양첩,보유,미상,액션/모험,68
회랑식 중정,1~2권,미상,액션/모험,68
오디션,1~10권,천계영,로맨스/로판,68
밤을 걷는 고양이,1~8권,미상,액션/모험,68
플라워 오브 라이프,1~4권,미상,액션/모험,68
뷰티 허니,1~3권,미상,액션/모험,68
하백의 신부,1~25권,미상,액션/모험,68
슬리피 바메이드,1~5권,미상,액션/모험,68
G선 상의 고양이,1~2권,미상,액션/모험,68
그들의 일상생활,1~6권,미상,액션/모험,68
천향비화,1~5권,미상,액션/모험,68
소녀왕,1~8권,미상,액션/모험,68
크랩키스,1~10권,미상,액션/모험,68
달콤한 피,1~10권,미상,액션/모험,68
플라티나,1~14권,미상,액션/모험,68
다이스키,1~8권,미상,액션/모험,68
탐나는 도다,1~14권,미상,액션/모험,68
화인,1~7권,미상,액션/모험,68
늑대의 유혹,1~2권,미상,액션/모험,68
5천원 만주면 키스해주는 놈,1~7권,미상,액션/모험,68
파리와 결혼하기,1~3권,미상,액션/모험,68
귀족연애사,1~15권,미상,액션/모험,68
샌드위치 걸,1~8권,미상,액션/모험,68
암컷늑대의 보이,1~16권,미상,액션/모험,68
마스카 헤세드의 대마법사 이야기,1~12권,미상,액션/모험,68
우리는 길 잃은 작은 새를 보았다,1~6권,미상,액션/모험,68
그놈에게 바치는 장미,1~11권,미상,액션/모험,68
보스의 순정,1~3권,미상,액션/모험,68
크레이지걸 신비아 이계로 가다!!,1~19권,미상,액션/모험,68
아이 두 아이 두,1~15권,미상,액션/모험,68
순결소녀,1~3권,미상,액션/모험,68
나비,1~24권,미상,액션/모험,68
에이치투오,1~7권,미상,액션/모험,68
판타미르,1~3권,미상,액션/모험,68
신데렐라가 될 거야,1~20권,미상,액션/모험,68
프라미스,1~7권,미상,액션/모험,68
화이팅 걸,1~2권,미상,액션/모험,68
늑대주의보,1~7권,미상,액션/모험,68
일요일 소년,1~9권,미상,액션/모험,68
선녀 파이팅,1~6권,미상,액션/모험,68
루비돌,1~4권,미상,액션/모험,68
마왕일기,1~7권,미상,액션/모험,68
시니컬 오렌지,1~9권,미상,액션/모험,68
가면 속의 사랑,1~32권,미상,액션/모험,68
새 나에게 사랑을!!,1~5권,미상,로맨스/로판,69
예쁜 남자,1~17권,미상,로맨스/로판,69
아이리스,1~4권,미상,로맨스/로판,69
새 엄마와 딸의 블루스,1~2권,미상,로맨스/로판,69
쉿!,1~7권,미상,로맨스/로판,69
위험한 남자,1~2권,미상,로맨스/로판,69
연변걸,1~12권,미상,로맨스/로판,69
씨엘,1~23권,미상,로맨스/로판,69
비밀,1~10권,미상,로맨스/로판,69
대답하세요 프라임 미니스터,1~13권,미상,로맨스/로판,69
상속 받은 그녀,1~10권,미상,로맨스/로판,69
백설 지옥 강림,1~10권,미상,로맨스/로판,69
이상한 펜션,1~10권,미상,로맨스/로판,69
저승사자와 로맨스를?,1~3권,미상,로맨스/로판,69
내숭 9단 프로젝트,1~8권,미상,로맨스/로판,69
기다려 늑대,1~17권,미상,로맨스/로판,69
나의 사랑스런 주인님,1~14권,미상,로맨스/로판,69
사랑의 총알,1~12권,미상,로맨스/로판,69
원츄,1~10권,미상,로맨스/로판,69
연모,1~11권,미상,로맨스/로판,69
항아리,1~7권,미상,로맨스/로판,69
강특고 아이들,1~7권,미상,로맨스/로판,69
DVD,1~8권,미상,로맨스/로판,69
혼달별곡,1~8권,미상,로맨스/로판,69
내 ID는 성형미인,1~8권,미상,로맨스/로판,69
시화몽,1~14권,미상,로맨스/로판,69
밤을 걷는 선비,1~20권,조주희,웹툰,69
무명기,1~14권,미상,로맨스/로판,69
렛 다이,1~15권,미상,로맨스/로판,69
니가 세상의 전부다,1~9권,미상,로맨스/로판,69
예쁜남자 신드롬,1~11권,미상,로맨스/로판,69
세자빈 프로젝트,1~4권,미상,로맨스/로판,69
신데렐라맨,1~6권,미상,로맨스/로판,69
내게 너무 사랑스러운 뚱땡이,1~6권,미상,로맨스/로판,69
SM 헌터,1~10권,미상,로맨스/로판,69
어색해도 괜찮아,1~5권,미상,로맨스/로판,69
걸스온탑,1~10권,미상,로맨스/로판,69
풀하우스,1~5권,미상,로맨스/로판,69
달이 움직이는 소리,1~7권,미상,로맨스/로판,69
마틴 & 존,1~12권,미상,로맨스/로판,69
디어왈츠,1~9권,미상,로맨스/로판,69
곡성여자 고등학교,1~3권,미상,로맨스/로판,69
당신만의 앨리스,1~11권,미상,로맨스/로판,69
이건 좀 아닌 것 같아!,1~10권,미상,로맨스/로판,69
라쿤주의,1~3권,미상,로맨스/로판,69
게이트 세븐,1~4권,미상,로맨스/로판,69
왕자님에게 키스를,1~5권,미상,로맨스/로판,69
오빠와 남친과 그녀석!,1~10권,미상,로맨스/로판,69
키스 미 프린세스,1~9권,미상,로맨스/로판,69
디아이와이 걸,1~5권,미상,로맨스/로판,69
고양이 주인님을 길들이다,1~12권,미상,로맨스/로판,69
왕가의 후예,1~14권,미상,로맨스/로판,69
분녀네 선물가게,1~10권,미상,로맨스/로판,69
치로,1~12권,미상,로맨스/로판,69
천일야화,1~11권,미상,로맨스/로판,69
궁,1~28권,박소희,로맨스/로판,69
에이스,1~4권,미상,로맨스/로판,69
원더풀걸,1~6권,미상,로맨스/로판,69
열세번째 남자,1~12권,미상,로맨스/로판,69
장군의 딸 도단지,1~14권,미상,로맨스/로판,69
두 사람이다,1~4권,미상,로맨스/로판,69
UFO,1~7권,미상,로맨스/로판,69
물 좋은 하숙집,1~17권,미상,로맨스/로판,69
나는 사슴이다,1~9권,미상,로맨스/로판,69
마법사 시드&리드 시리즈,1~9권,미상,로맨스/로판,69
백곰 카페,1~4권,미상,로맨스/로판,69
동인녀 츠즈이씨,1~3권,미상,로맨스/로판,69
포옹,1~2권,미상,로맨스/로판,69
여왕의 기사,1~17권,미상,로맨스/로판,69
철썩궁합,1~3권,미상,로맨스/로판,69
커넥션,1~12권,미상,판타지/무협,70
마리 히엔,1~4권,미상,판타지/무협,72
자한량,1~6권,미상,판타지/무협,72
꽃돌이 넘버원,1~2권,미상,판타지/무협,72
세상아 덤벼라!,1~16권,미상,로맨스/로판,74
그녀를 믿지마세요,1~8권,미상,로맨스/로판,74
둘시네아를 위하여,1~6권,황미리,로맨스/로판,74
키스는 배운대로,1~10권,미상,로맨스/로판,74
천국대마경,1~11권,미상,액션/모험,7
아메리카노 엑소더스,1~1권,박지은,웹툰,33
환생했는데 제 7왕자라 내 맘대로 마술을 연마합니다,1~9권,미상,판타지/무협,33
유,1~5권,유토,일상/개그,74
마블 코믹스 MARVEL COMICS,보유,아다치 미츠루,드라마/스포츠/SF,75
코딩맨,1~9권,미상,판타지/무협,75
